# calib-baseline  tag=tool  turns=744  (0 without wide-Q)
# key	n_tok	tok_hash	n_sig	wq_hash	mean_pop
remote_fs_session_stat|does /home/deploy/.ssh/authorized_keys exist on remote-fs session rfs-1	227	83adbaa17d67cf47	227	545dd864db9ddce3	765.3
remote_fs_session_stat|get the size and permissions of /var/log/syslog on remote-fs session rfs-1	240	5b75cccd5e42dfed	240	8cf5877ae6d462e8	767.8
remote_fs_session_stat|how big is /var/lib/mysql/ibdata1 on remote-fs session rfs-4	315	1400342449be90b1	315	627b9b2aa347d65b	766.9
remote_fs_session_stat|is /tmp/lock a directory on remote-fs session rfs-1	229	eb039bdd1be22c60	229	ae0992abfdcd6dbc	767.5
remote_fs_session_stat|show the ownership and mode of /usr/local/bin/deploy.sh on remote-fs session rfs-2	359	060f8d66c9d2e221	359	3392206d68d69a95	765.8
remote_fs_session_stat|stat /etc/nginx/nginx.conf on remote-fs session rfs-1	201	2de2a71e1ff8ce6e	201	6acf44465471540c	765.2
remote_fs_session_stat|when was /srv/data/dump.sql last modified on remote-fs session rfs-3?	352	450ecd944b679977	352	52e77379ff890afb	765.9
signature_sign|can you ed25519-sign the message 'ceasefire at dawn' using credential ops-key	325	e5b57285e848f80b	325	26123c0564b71db4	763.8
signature_sign|create an ed25519 signature for the message 'audit entry 7' using credential audit-key	247	8eb8f4cbebaa34ea	247	46ec2140fe86bc3c	763.0
signature_sign|generate a p256_sha256 signature over 'ledger close 2026-07' with credential 'ledger-key'	302	6008a01adae9de1c	302	2d2e03088780561d	763.7
signature_sign|produce an ed25519 signature over 'deploy approved' using credential deploy-key	254	f3d5098bc34e54cf	254	187e567ee4635062	761.5
signature_sign|sign 'firmware image v9 checksum ok' with the p256_sha256 credential firmware-key	498	559606dba433cd51	498	1e539332aabcaf37	760.3
signature_sign|sign the data 'order#42 confirmed' using the p256_sha256 algorithm with credential 'signing-key'	304	28ac77e7149ba4f9	304	a34f50af3f57d121	764.2
signature_sign|sign the message 'release v1.2.0' with the ed25519 credential release-signing-key	256	f6549123c8a36121	256	d0c4e87e2c05b5f7	764.5
signature_sign|sign the string 'grant admin token' using the ed25519 credential admin-issuer-key	307	b17da7b4d4d2c0d3	307	2d97d5e55dddbed7	763.7
signature_verify|check whether the ed25519 signature 9f8e7d6c5b4a392817063a4b5c6d7e8f0091a2b3c4d5e6f708192a3b4c5d6e7f over 'deploy approved' is valid with public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	1198	b5f8c7ef45b6f77f	1198	a146ca9bbc6505f1	759.4
signature_verify|confirm the ed25519 signature feedface8badf00dcafebabe0123456789abcdef112233445566778899aabbcc over 'audit log' with public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	668	75c23d04fd3db874	668	539ecf5cd21b61fd	762.0
signature_verify|is the ed25519 signature 0011223344556677889900aabbccddeeff112233445566778899aabbccddeeff0 over 'firmware image v9' authentic given public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	542	59b1282adebf0e35	542	07a7bae3023dc2ad	762.3
signature_verify|tell me if the ed25519 signature 1a2b3c4d5e6f708192a3b4c5d6e7f8091a2b3c4d5e6f708192a3b4c5d6e7f809 matches 'ledger close 2026-07' under public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	798	91fde7a187dfa685	798	a4463c577171d4aa	761.3
signature_verify|validate the ed25519 signature a5b4c3d2e1f00918273645546372819aabbccddee0011223344556677889900ab on the message 'grant admin token' using public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	564	5f7ad500ba893219	564	63d4019ba4d88be9	759.5
signature_verify|verify signature 7788990011223344556677889900aabbccddeeff00112233445566778899aabb over 'ceasefire at dawn' with the ed25519 public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	549	d875925dd889c1ec	549	52c3378628ce0cd2	762.0
signature_verify|verify the ed25519 signature 3a7f9c2e1b8d4f60a5e8c1d2b3f4a69708172635445566778899aabbccddeeff over the message 'release v1.2' with public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	548	52c7e6ebd147424d	548	355d4ee9f1ff58cb	762.1
signature_verify|verify the ed25519 signature c0ffee11d00dfeedbaadf00d1234567890abcdef00112233445566778899aabb over 'contract terms' with public key -----BEGIN PUBLIC KEY----- MCowBQYDK2VwAyEAGb9ECWmEzf6FQbrBZ9w7lshQhqowtrbLDFw4rXAxZuE= -----END PUBLIC KEY-----	522	53dc8357c964bbb2	522	76a5283f8b7fac3f	759.8
sql_session_close|can you shut down SQL session sql-6 and release its handle?	300	488e85e4b9d51e32	300	e5a0deeb657a502e	763.9
sql_session_close|close SQL session sql-1	133	6031f0c18f9a32f8	133	825764b780dd59ce	764.7
sql_session_close|drop the database session sql-5	134	1874ac46143b108c	134	a2485fd2570ecea8	767.8
sql_session_close|end SQL session sql-1	136	6f29937dabe76a7d	136	c779c915ed58b160	766.0
sql_session_close|free the SQLite connection on SQL session sql-4	167	1c11bda32aff99d6	167	fc3dcb89c97eadbe	766.4
sql_session_close|release SQL session sql-2	121	ae6b2c4d0a62392c	121	60dc3a41a30b4ac8	765.4
sql_session_close|tear down SQL session sql-3	144	f6cb5a62f5ea6832	144	74611a89df06d84d	762.1
sql_session_close|we're done querying, please close SQL session sql-2	249	22abbfc580633e8c	249	bb031ea59d27dd0b	762.2
sql_session_list|do I still have any SQL sessions open	100	24f8c59d1470f408	100	96dc7c9249759fa7	765.9
sql_session_list|enumerate the active SQL connections in this conversation	172	7a33ea90afb2e8a0	172	809f1611fd7ecbc2	767.0
sql_session_list|how many SQL sessions do I have	240	b059bd8cc4d70fc9	240	40a6cf32fb08d548	765.3
sql_session_list|list my open SQL sessions	129	2e740738f26378f9	129	fe80c917a4e667a5	765.6
sql_session_list|show me every SQL session with its database path and connection state	147	e194c970097cd773	147	2b842486b7574d3c	768.4
sql_session_list|show the open SQL connections	199	65815a80143671ba	199	04d1e4f933c7da5b	767.7
sql_session_list|what database sessions are currently open	107	cb97294bb84f6d1a	107	098e96ced4045fd1	759.8
sql_session_list|which database sessions are active	124	d52f7765b9c72fa5	124	9a53cbdff610adaa	767.9
sql_session_open|can you connect to the SQLite database at /var/lib/metrics/telemetry.db?	234	49f8076620745376	234	f85064563a1c9273	763.2
sql_session_open|connect to the SQLite database analytics.db	175	dc9f38bd2fff250b	175	7344985ada066e6a	765.0
sql_session_open|open a SQL session against the database at ./data/app.db	206	bea451ca663896c6	206	896ad3239db86b47	767.5
sql_session_open|open a database session for reporting.db	172	45a4a58bba661a76	172	d40a3645a95dd9c8	764.2
sql_session_open|open an in-memory SQL session using :memory:	171	38f42d74a38f9f12	171	829b1454663b6543	766.4
sql_session_open|open the SQLite file inventory.db as a session	223	573c68f27d534c11	223	4d20b6f51ee95ae4	768.8
sql_session_open|start a SQL session for the local users database	999	7448052f61dff231	999	5741c6bd34c47b8f	763.4
sql_session_open|start a SQL session on the orders database at ./db/orders.sqlite	185	89b0c53356ec5054	185	d928fdef79018c83	766.1
sql_session_query|delete stale rows with `DELETE FROM sessions WHERE expires_at < date('now')` on SQL session sql-2	433	09e365cfeb7557a8	433	ff569c6a11e9a4f3	763.0
sql_session_query|execute `INSERT INTO logs (level, msg) VALUES ('warn', 'disk low')` on SQL session sql-3	392	f9e23f0c778bcae5	392	efd2e463eac629c6	763.4
sql_session_query|execute `UPDATE settings SET value = 'on' WHERE key = 'feature'` on SQL session sql-2	278	619d4acc05ed4b15	278	e7fdd2a50fbebbae	763.9
sql_session_query|run `SELECT * FROM orders WHERE date = date('now')` on SQL session sql-1	246	fcd91ef3757c7609	246	bb2c927fa23908fc	762.8
sql_session_query|run `SELECT * FROM users LIMIT 10` on SQL session sql-1	267	2538761c1d3c3c81	267	1b5cede8827607d5	765.4
sql_session_query|run `SELECT COUNT(*) FROM events` on SQL session sql-1	203	2e67a1a85e3f3bc2	203	deaff98594776d85	767.5
sql_session_query|run `SELECT name FROM sqlite_master WHERE type = 'table'` on SQL session sql-1	260	c48b825bf324a37a	260	e5a9a21308511321	766.3
sql_session_query|run `SELECT user_id, SUM(amount) FROM payments GROUP BY user_id` on SQL session sql-4	211	732c535ed70eadcf	211	fd2b5327c10e6f9f	766.1
ssh_open|SSH to backup@nas.lan using the credential nas-admin	200	660b452eb2cab562	200	411837334f3eb100	763.9
ssh_open|can you SSH into db01.internal.net on port 2222 with the dba-key credential?	329	669f7c3b4ac25897	329	97efafa16678bde4	764.1
ssh_open|connect over SSH to deploy@example.com using credential deploy-key	262	ee3f5e7aa4fe3f43	262	c3aee5930bee9977	762.9
ssh_open|establish an SSH connection to ubuntu@172.31.4.18 using credential ec2-pem	300	1aceae46116e6a7e	300	be914b68cee7f5a7	763.5
ssh_open|log into the build box at 10.10.5.7 over SSH with the ci-runner credential	372	4ef2a06f3aa888bd	372	74aa37f77d16da4a	762.9
ssh_open|open an SSH session to 10.0.0.5 using the prod-server credential	348	97995df659f0942e	348	c475e572d830887d	763.3
ssh_open|open an SSH session to 192.168.1.20 as root using credential root-key	238	28371cec338fb7eb	238	8f129fa8232d9831	762.9
ssh_open|start an SSH session to staging.example.com port 22 with credential staging-key	276	9c40ad19cac310ab	276	61e9516aa851bdbe	763.0
ssh_session_close|close SSH session ssh-7f3a	157	16a3047c075b6038	157	80f072899da42389	767.1
ssh_session_close|disconnect SSH session ssh-2b1c	146	6a33c7f6d1dc8af7	146	ed57a35768651569	767.3
ssh_session_close|drop the SSH connection ssh-0d2e	146	0211739113735b42	146	3694504c95d6e674	763.3
ssh_session_close|end SSH session ssh-7f3a	156	cbc3ec72f7d5d250	156	bbd745d77a41fe25	764.7
ssh_session_close|hang up the SSH session ssh-5f1a, I'm done with it	166	ede4a7db951e5972	166	bf27e2b1c38c07cf	764.3
ssh_session_close|please shut down SSH session ssh-b3c8	119	57145459cee3689b	119	0add7bc50cfae5eb	763.0
ssh_session_close|tear down SSH session ssh-9d4e	141	0d34fd107d1815c9	141	0b94579b5ba4c068	764.7
ssh_session_close|terminate SSH session ssh-e7a4	140	291c3838446d0eaf	140	40ca919a6f74e46b	766.3
ssh_session_exec_async|fire off `apt-get -y dist-upgrade` on SSH session ssh-0e1d and don't wait for it	370	147f617b074e08c2	370	ad800296299a628d	766.1
ssh_session_exec_async|kick off `rsync -avz /data/ remote:/data/` on SSH session ssh-5b3c in the background	329	67ac587abcb3c58d	329	bff8dff21da42f2e	765.3
ssh_session_exec_async|launch `ffmpeg -i in.mov out.mp4` on SSH session ssh-c4d7 without blocking	342	c4c303125d27019e	342	f83e84f7b0c65f35	766.6
ssh_session_exec_async|run `./migrate.sh --all` asynchronously on SSH session ssh-9d4e	292	417d26ed2647176a	292	687a880d554997de	766.3
ssh_session_exec_async|run `make -j8 release` on SSH session ssh-2b1c without waiting	370	7adfd9fc743d8ed2	370	dd86aba5371fdda9	764.3
ssh_session_exec_async|run `pg_dump mydb > /backups/db.sql` on SSH session ssh-7f3a in the background	498	3fbfc5dfbbecb688	498	45ffa0c28281344d	766.1
ssh_session_exec_async|run `stress-ng --cpu 4 --timeout 60s` on SSH session ssh-7f3a and don't block	756	01b32f34c45534d8	756	c71fe9f86a4c220e	765.3
ssh_session_exec_async|start `find / -name '*.core' -delete` async on SSH session ssh-8f2a	251	9e93aa103848fa95	251	62e25720d4a31bcb	766.5
ssh_session_exec|check the uptime on SSH session ssh-2b1c	305	e34519239b146d92	305	e5508fa7d54e1eaa	765.1
ssh_session_exec|execute `systemctl status nginx` on SSH session ssh-7f3a	198	c1f9c37a381bcc94	198	026dad45cf954479	765.6
ssh_session_exec|execute `whoami && hostname` on SSH session ssh-6e0f	258	283c3047f37964ee	258	12de07a6b8174f17	768.7
ssh_session_exec|grab the free memory by running `free -m` over SSH session ssh-1a2b	277	cd34bb7da35c0d67	277	f14f1482ea257159	763.5
ssh_session_exec|list the running docker containers on SSH session ssh-9d4e	257	b4764861549d4be1	257	59a1c652d2a5e009	765.6
ssh_session_exec|on SSH session ssh-4c8d, run `tail -n 50 /var/log/auth.log`	302	3a4fd0cadafc2a56	302	b475dd3b005ccf97	767.5
ssh_session_exec|run `cat /etc/os-release` on the SSH session ssh-3d5a and show me the output	275	6132f60e56fe31cd	275	db4cdecb505deef2	765.7
ssh_session_exec|run `df -h` on SSH session ssh-7f3a	308	8f409bc21f3b47b3	308	d398ac6ee5356271	769.1
ssh_session_list|are there any SSH sessions still connected right now?	289	60f89de2b6317eed	289	09d530247134d178	768.0
ssh_session_list|enumerate my current SSH remote sessions	114	89c79fbccf809ad1	114	b9448b6fd9a015f3	766.6
ssh_session_list|give me the ids of every SSH session I've opened	152	f7b91da36f064208	152	36926639c56df7a0	764.8
ssh_session_list|how many SSH sessions are running	228	0ba07b9dd8c7e326	228	b78fd314ea08e1ec	766.7
ssh_session_list|list my open SSH sessions	96	9d355e187995eb60	96	852143f7deb832ff	765.7
ssh_session_list|show me the active SSH sessions	144	7149ace93967bdcb	144	4ae2038c13c90466	768.7
ssh_session_list|what SSH sessions are on the books at the moment	104	e1dfec2e768424d2	104	f464a9a96dcceff9	763.6
ssh_session_list|which SSH connections do I currently have open	282	f6b63d8be557c0fa	282	2658dd589658554f	765.9
ssh_session_poll|check whether async process proc_8a3f2c1d4e5b has finished	264	44d32e68b15005ca	264	20748ee2e895e86b	766.9
ssh_session_poll|get the latest stdout from async process proc_9c8b7a6e5d4f	278	de9414500bced857	278	55822150a792fc0c	762.5
ssh_session_poll|has the async task proc_2d6f8b0a3c7e exited, and what was its status?	352	7f20eced207b7c9e	352	642ef2ae3530aae2	764.0
ssh_session_poll|is the background job proc_1f2e3d4c5a6b done yet	338	ef3b10525cdd927b	338	3bbd8c2e4c044a73	764.6
ssh_session_poll|poll async process proc_4b7e9a02c1f3 for its output so far	372	ed43a28e97a0d8f2	372	e9b2a86fac2922e1	763.0
ssh_session_poll|poll proc_6f4e2d0c8b7a and tell me if it's still running	235	768b4cf26e4b8663	235	eb47e7227fd8938e	765.3
ssh_session_poll|show me any new output from background process proc_7e5c1a9b2d0f	247	773e93322ad53775	247	6222178730048fb6	766.3
ssh_session_poll|what's the current state of the async SSH job proc_0a1b2c3d4e5f	290	d3441c639839adf6	290	2b82cc708a374eeb	766.4
sub_run|delegate the task of finding every TODO comment under the src directory to a subagent	454	12713ab0221e31f1	454	8cc0d716dac233b6	767.0
sub_run|delegate writing the unit tests for the parser module to a subagent	231	d8ea4a2fa8edc355	231	6decdc66776f7727	765.6
sub_run|have a subagent investigate why the build is failing	161	577b81eaccbab775	161	05509c8f4c089545	767.7
sub_run|have a subagent research the top three Rust web frameworks and recommend one for a REST API	381	251a58f385dc46f9	381	233abded04adeab5	767.1
sub_run|kick off a subagent to audit the codebase for unwrap() calls and list them	317	483b2df2699d3976	317	84193f83b7f76fbf	767.9
sub_run|launch a nested agent to draft the migration plan	340	09c78f0ee8489815	340	e26330e24cff206c	769.7
sub_run|spawn a subagent to research the best Rust logging crate and report back	325	bc10603a6c40b8be	325	ecee071fdf165d63	765.6
sub_run|spawn an agent to trace where this config value is read across the repo	452	b432c50a2ce2ffc9	452	634dc891f07daaf3	766.5
tcp_session_close|I'm done with TCP session tcp-5, close it	212	a9f60ca92a18788b	212	52ecde0ccb08000d	758.4
tcp_session_close|close TCP session tcp-1	135	7f717c07341c6a89	135	c41a1515040eb9d4	764.9
tcp_session_close|close the TCP session whose id is tcp-6	152	f2b3ebad03c2dd14	152	a0d6944dbaec9877	766.0
tcp_session_close|drop the TCP socket tcp-4	114	c9b3ca1d6b0db943	114	623f043110610550	760.0
tcp_session_close|end TCP session tcp-1	170	3002c3029f1b25a8	170	a9b4a4962d6c585b	766.3
tcp_session_close|kill TCP session tcp-2 now	133	641044ab4d540fce	133	858969ffae4d89c9	766.7
tcp_session_close|shut down TCP session tcp-2	138	c4f52a6fb27245e7	138	d1b2cc1b99d9878d	767.8
tcp_session_close|tear down TCP session tcp-3	161	971a20f9f1f17b40	161	ebf76269b1aca631	761.2
tcp_session_list|are any raw TCP sockets still connected?	213	59565a0ed95a0e36	213	8ea68e5143afe679	766.7
tcp_session_list|enumerate the live TCP session ids	97	fa341264b25414ec	97	9c9d0e535e11d21e	766.0
tcp_session_list|give me a list of every open TCP session	120	093a1a37554395d4	120	d32b3a1e6199c63a	767.2
tcp_session_list|how many TCP connections do I have	243	3b737b1be891be77	243	8bb5fabbcd923146	766.9
tcp_session_list|list my open TCP connections	113	37d44c62c4580f64	113	18940b9de28b191a	766.1
tcp_session_list|show the active TCP sessions	136	ff54afd975885fe2	136	bf48913c63a8b8a0	766.6
tcp_session_list|what TCP connections am I currently holding?	197	622053d466b40890	197	9651c9f2fac35cc6	769.0
tcp_session_list|which TCP sockets are open	166	c1360cbdcfb5a803	166	b5367f51aab99a7e	770.6
tcp_session_open|can you open a TCP connection to db.internal:27017?	272	a3a9cb52d8401b36	272	c6e6d6c1a404ae23	761.9
tcp_session_open|connect over TCP to example.com:8080	180	4cec99ccf43cafcb	180	ed8458a158c7eb93	762.9
tcp_session_open|dial a TCP socket out to smtp.mailgun.org port 587	154	fe608fb82bac873f	154	3c82ff55a63ad58d	763.4
tcp_session_open|establish a raw TCP session to 172.16.9.4 on port 11211	208	5e5cd4ec44c2397e	208	59401b1625f7c97f	763.3
tcp_session_open|open a TCP connection to 10.4.4.4 port 4444	193	777d293d60d9c3d2	193	45fa6c3db98683d1	762.0
tcp_session_open|open a TCP socket to 192.168.1.50 port 9000	217	e4a1cc18a87acf42	217	bc9ba65a17b8476e	761.4
tcp_session_open|open a raw TCP connection to 10.0.0.8 on port 6379	195	e00deedf456ef0b2	195	4874ac8fda914de3	766.6
tcp_session_open|start a TCP session to 10.0.0.20 on port 5432	207	0c68c711ca4bacdc	207	3195cb1930e8d947	763.7
tcp_session_recv|block up to 10 seconds reading from TCP session tcp-1	680	cbef7938369a1ad3	680	72856d318346be7d	759.8
tcp_session_recv|drain TCP session tcp-2 for 2 seconds	390	31c75f646c6d748e	390	d3c43955dc721edd	762.0
tcp_session_recv|grab 256 bytes off TCP session tcp-3	368	80ebbe8767676c58	368	7523a98a36afbe1c	761.0
tcp_session_recv|pull whatever's waiting on TCP session tcp-2 for the next 3 seconds	409	004559416b965907	409	3cd405b3440ed787	761.2
tcp_session_recv|read 4096 bytes from TCP session tcp-4	270	7b06fb4891e1bfde	270	8939c3ba16d17e73	760.4
tcp_session_recv|read for up to 5 seconds from TCP session tcp-1	233	85118e04b6cf1e14	233	0b8157b025e2fbfd	759.1
tcp_session_recv|receive 1024 bytes from TCP session tcp-1	207	c70ec6a813a9d61c	207	646dd1ddc55ad3d2	762.1
tcp_session_recv|receive 512 bytes from TCP session tcp-1	224	7217c08e57ecdef6	224	c6c79a8706bb738d	761.0
tcp_session_send|can you send `EHLO zen\r\n` over TCP session tcp-4?	342	4e1dce0c646a92c4	342	1fe0e9ced6fbf496	766.4
tcp_session_send|push `QUIT\r\n` down TCP session tcp-2	190	d121b2858a15ce9f	190	fde7136f0037cf22	764.2
tcp_session_send|send `GET / HTTP/1.0\r\n\r\n` to TCP session tcp-2	269	8b3a3f94bd34d8a6	269	4b488709f16f79b9	766.4
tcp_session_send|send `PING\r\n` to TCP session tcp-1	274	e6966e8288a9b078	274	4a796795d3b69107	764.6
tcp_session_send|send the raw bytes cafebabe00ff to TCP session tcp-1	273	863ce56fdae87a71	273	206babf3c31f819b	766.2
tcp_session_send|transmit `INFO\r\n` to TCP session tcp-1	242	8dc0c5134b020329	242	4ac919bbcdd8b6a1	764.4
tcp_session_send|write the hex bytes 0badf00d to TCP session tcp-3	300	4f61d441be46d207	300	d4e0fe4a635a4408	762.3
tcp_session_send|write the raw bytes deadbeef to TCP session tcp-1	362	5ebc3defd5a07593	362	af104f3d5c785480	763.6
telnet_send|could you send `write memory` over telnet session telnet-2?	189	8ce758d61520a6c3	189	306464ed941557f2	766.1
telnet_send|issue `show version` on telnet session telnet-1	252	cb9ee4d571f65eb6	252	430315af20885b21	766.4
telnet_send|on telnet session telnet-3, type `configure terminal` and wait for the prompt	279	98c0def258a22d7e	279	71f252a5f46df24a	762.6
telnet_send|push the command `show ip interface brief` to telnet session telnet-4	290	ef5d006a803b601d	290	157d7cb0d8d665e4	766.1
telnet_send|run `logout` on telnet session telnet-1	293	4e09fefb32110733	293	da7e3925f74b9a75	765.3
telnet_send|send `enable` on telnet session telnet-1	278	2a379eb3c1477a7b	278	58488f73f5f98482	763.7
telnet_send|send `reload` to telnet session telnet-2	243	a1cf23879f9ce7cc	243	aafe07b80c5cd615	766.4
telnet_send|send `show running-config` to telnet session telnet-1 and wait for the prompt	380	16d029d4e1bda931	380	c00ff9f1ae1bcd5d	766.6
telnet_session_close|I'm done with telnet session telnet-5, drop it	189	f73b9a626a465648	189	bb8b563cbc7a0fb5	764.2
telnet_session_close|close telnet session telnet-1	157	111419a0d3f90898	157	51cf9dbe217d1e9a	765.2
telnet_session_close|disconnect telnet session telnet-2	127	f02661739541c1da	127	2bb540d4e558e0c6	766.4
telnet_session_close|end telnet session telnet-1	130	8f34de1a0b8f6772	130	033ca10a4ddbdb38	764.3
telnet_session_close|kill the telnet session telnet-2 now	322	96ef4508c7663194	322	e0fe737e42f4b89a	763.6
telnet_session_close|please hang up telnet session telnet-4	132	e7fc97696ce846a5	132	764bca8708e6599c	768.1
telnet_session_close|tear down telnet session telnet-3	213	61c8614df373255e	213	70ed757ecb5f376d	763.8
telnet_session_close|terminate telnet session telnet-6	135	45e8528e0c02b70f	135	3db7fa5faee2de2c	765.5
telnet_session_list|do I still have any telnet sessions going?	100	ea00858622df5cfc	100	249c6a8e78e6dd7e	765.0
telnet_session_list|enumerate the telnet connections still alive	161	6ccfa4b9481d297f	161	d145f7713e95d3f8	767.5
telnet_session_list|give me a rundown of every active telnet session	142	6920e11f8c6118ab	142	e31e230cd16301a9	770.9
telnet_session_list|how many telnet sessions are running	154	b3fb0182324b0067	154	57ff8f824b3e0e92	766.5
telnet_session_list|list my open telnet sessions	120	3fe09470c70cf8cd	120	db91ccca91d9903a	770.2
telnet_session_list|show the telnet sessions I have open	166	12404894f9bb3357	166	f498c397dcec0da9	767.8
telnet_session_list|what telnet session ids are currently open?	136	6b5de617b0f0467b	136	b7c5f5769bbfc97c	768.3
telnet_session_list|which telnet connections are active	163	ba54cd4da3af6e1f	163	b095d6d7395939f0	768.0
telnet_session_open|I need a telnet session opened to bbs.example.net port 23	177	7749529e779a14d6	177	67f17d964d5a6134	762.0
telnet_session_open|connect via telnet to the switch console at 10.0.0.30 port 23	233	31c8933d2e2ea172	233	59874f27ef4e7592	763.8
telnet_session_open|establish a telnet link to the mainframe host at 10.20.30.40 port 992	289	1c85204dda080399	289	dd6befe176948c7b	764.7
telnet_session_open|open a telnet connection to the router at 192.168.0.1 port 23	248	027f358efb3753c7	248	9c034f00c9334a4c	762.7
telnet_session_open|open a telnet session to the firewall at 10.10.10.1 on port 23	274	7055f3f190fb406b	274	47d92e9d798ca375	760.2
telnet_session_open|spin up a telnet connection to the PDU at 172.16.4.9 port 23	244	2aeab9446b5e5bb1	244	e0cb3b1d32af941e	764.5
telnet_session_open|start a telnet session to the device at 172.16.0.5 port 23	333	48149b4737e2a3da	333	da4bb9bd86133aee	762.8
telnet_session_open|telnet to the serial console at 192.168.1.100 port 2000	224	dfae9f96d9ce013a	224	95ea1bae6325b63f	763.8
tls_session_close|can you close out TLS session tls-6?	121	b52a513d99b6d0c4	121	f1934742050c6818	766.0
tls_session_close|close TLS session tls-1	122	345372832e72b811	122	ae0a2e86f8abcf89	765.7
tls_session_close|drop the encrypted TLS channel tls-5	144	bdad9bccce814c71	144	60bcaa545c2d4e9d	765.9
tls_session_close|end TLS session tls-2	138	75375f1542baacfc	138	40a9fd59fd03dd68	766.0
tls_session_close|send close-notify and shut TLS session tls-4	245	fb24d1a1161efba4	245	52b3dd313ae5bf3e	767.4
tls_session_close|shut down TLS session tls-3	136	9c1112713bad41e3	136	deed179722393ff9	762.0
tls_session_close|tear down TLS session tls-1	167	b59ae8b80ec89ab6	167	2672397d16d24979	764.8
tls_session_close|we're finished with TLS session tls-2, please close it	164	1ebc3384a03ff389	164	5aec6410cb83905a	766.4
tls_session_list|are any TLS sessions still connected	123	fd7be6b46ce1290f	123	6614845e4e443574	766.8
tls_session_list|enumerate the active TLS connections and their hosts	178	c78d38e6d13c3e2b	178	d98105dbbe82aba5	770.2
tls_session_list|how many TLS sessions do I have	344	c00773b9b4568d64	344	6321b158375b9368	765.9
tls_session_list|list my open TLS sessions	115	08aa2e612f0cf8e1	115	c758835adc24b4ea	766.7
tls_session_list|show me every TLS channel and its peer certificate identity	161	3efc19eb50fc53ff	161	57aad4cc1dab9698	770.7
tls_session_list|show the open TLS sockets	266	b46654cd5d0da17f	266	34f3f0b9cfb7d7c4	766.4
tls_session_list|what encrypted TLS sessions are open at the moment	146	6f26518bc4eb1b5b	146	aecf1d9e67f6519e	765.8
tls_session_list|which TLS connections are active	121	097baf51f53c68e9	121	2375b74b86e3f9e3	768.5
tls_session_open|can you open TLS to the FTPS control channel at ftps://files.example.net:990?	408	bfa4ae7821b60db3	408	5f503f94f3395880	761.2
tls_session_open|connect over TLS to smtps://smtp.example.com:465	260	bd7b20459f20d44f	260	6ee106ecb3f51d5e	763.4
tls_session_open|establish a TLS session to pop3s://pop.example.org:995	193	9ec987a905385e23	193	64fcfac1e824a2a5	763.3
tls_session_open|open a TLS connection to imaps://mail.example.com:993	284	afee7dc1dfedca02	284	797d66492373fe18	761.1
tls_session_open|open a TLS connection to mqtts://broker.example.com:8883	222	4542773277360508	222	dacb427b4e45b874	765.1
tls_session_open|open a TLS session to the syslog-tls endpoint at logs.example.com:6514	241	2d62d46548303797	241	3a118aa74d058329	762.9
tls_session_open|start a TLS session to ldaps://ldap.example.com:636	263	bd607313816609c0	263	f5640008a1d07d41	761.2
tls_session_open|start an encrypted TLS connection to the NNTPS server nntps://news.example.com:563	489	ada4cc1688facd5f	489	26632c2ac2ad7ddf	762.5
tls_session_recv|can you read the TLS response on session tls-2 for up to 1 second?	251	78ce45cf99eae4b5	251	6f7ef3420c8a8b20	761.4
tls_session_recv|drain TLS session tls-1 for 2 seconds	164	3c7f7fec61f5d018	164	508dd0fb69435580	761.8
tls_session_recv|grab the next 256 bytes off TLS session tls-4	306	eb21994b6ffb8c5b	306	01a9bd1ee8192f28	762.3
tls_session_recv|read for up to 3 seconds from TLS session tls-1	242	b27a7db338db4860	242	c1882beb4fa14cad	759.7
tls_session_recv|read up to 4096 bytes of decrypted data from TLS session tls-3	275	b14a6889e4b95e0c	275	ddb6027bb143f451	760.3
tls_session_recv|receive 1024 bytes from TLS session tls-2	236	e7c86fa00fe4f1a8	236	e2440a3c8c374ea0	761.0
tls_session_recv|receive 512 bytes from TLS session tls-1	277	9f1bc93f3f4b6e9f	277	2fa2a7e50a7f451c	765.4
